No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
8132,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,gmail.com,기독교,우리은행,5555-789-833820,5
18335,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,yahoo.com,무교,외환은행,305-691005-991,1
2204,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,gmail.com,불교,우리은행,1974-566-966067,5
3626,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,naver.com,천주교,수협중앙회,8482-2395-4428,8
25635,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,daum.net,무교,스탠다드(제일),818-84-048314,4
1079,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,naver.com,기독교,국민은행,809339-65-970098,6
1581,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,naver.com,무교,신한은행,857-281-941703,7
4996,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,gmail.com,불교,스탠다드(제일),515-62-414657,4
5797,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,gmail.com,무교,외환은행,045-054743-969,3
16299,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,naver.com,무교,스탠다드(제일),429-76-350245,3
21105,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,daum.net,무교,수협중앙회,4351-1970-2087,2
22320,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,naver.com,기독교,외환은행,560-426944-224,2
22852,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,yahoo.com,불교,기업은행,882-192696-02-787,5
26713,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,daum.net,무교,우리은행,4917-716-947495,5
29002,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,gmail.com,무교,수협중앙회,6432-8503-4472,8
32099,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,yahoo.com,천주교,신한은행,830-088-879201,6
36009,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,daum.net,천주교,한국씨티은행,192-368450-649,8
8784,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,불교,새마을금고,5-56216321218-0,7
23072,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1996****,*************,*************,gmail.com,무교,한국씨티은행,819-636649-097,2
25747,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1996****,*************,*************,yahoo.com,기독교,스탠다드(제일),750-66-497355,7
30572,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1996****,*************,*************,gmail.com,천주교,NH농협,995-2109-141-02,5
30708,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1996****,*************,*************,gmail.com,무교,신한은행,840-329-857432,7
30773,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,무교,신한은행,785-147-419353,6
32055,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1996****,*************,*************,naver.com,기독교,국민은행,285329-91-598238,4
5365,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,yahoo.com,무교,신한은행,447-419-702726,1
15106,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,무교,하나은행,352-077652-76349,4
37238,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,기독교,새마을금고,6-93841809422-5,5
38603,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,daum.net,불교,하나은행,847-203215-30629,2
38726,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,daum.net,불교,새마을금고,0-13108670969-1,3
8117,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,yahoo.com,천주교,하나은행,617-531037-80808,9
8362,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,gmail.com,무교,국민은행,238051-50-840678,3
38389,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,무교,국민은행,366504-77-267742,1
1195,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,gmail.com,기독교,외환은행,750-215065-133,2
2248,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,naver.com,천주교,외환은행,414-821372-722,6
4178,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,naver.com,기독교,수협중앙회,7754-2214-2542,2
6439,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,gmail.com,무교,하나은행,522-849370-73818,1
9649,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,daum.net,불교,새마을금고,9-19156798248-8,5
14731,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,yahoo.com,무교,신한은행,377-830-215160,6
21058,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,daum.net,무교,하나은행,372-691300-58155,7
23409,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,gmail.com,천주교,우리은행,8984-182-082799,9
2012,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,naver.com,기독교,NH농협,172-0107-838-41,7
5821,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,gmail.com,불교,한국씨티은행,362-568201-356,7
19492,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,naver.com,불교,NH농협,836-8978-177-42,4
29086,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,gmail.com,무교,국민은행,483637-57-046892,4
2957,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,naver.com,무교,한국씨티은행,035-114127-848,6
25564,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,gmail.com,천주교,NH농협,278-1779-006-01,4
26133,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,gmail.com,무교,외환은행,427-089876-273,2
2795,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1946****,*************,*************,naver.com,불교,외환은행,049-780900-420,7
3681,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1946****,*************,*************,daum.net,기독교,외환은행,008-140586-517,5
17843,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1946****,*************,*************,naver.com,불교,새마을금고,1-27087847034-2,3
19937,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1946****,*************,*************,daum.net,기독교,새마을금고,0-64534439654-6,3
29481,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1946****,*************,*************,daum.net,기독교,스탠다드(제일),316-57-602662,9
3831,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,gmail.com,무교,한국씨티은행,516-961435-060,1
13377,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,gmail.com,기독교,스탠다드(제일),913-94-512722,2
14068,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,daum.net,무교,하나은행,967-632960-90395,8
14816,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1946****,*************,*************,naver.com,무교,NH농협,779-3890-793-23,9
19255,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1946****,*************,*************,daum.net,무교,수협중앙회,1465-8255-6910,9
32279,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1946****,*************,*************,yahoo.com,기독교,스탠다드(제일),240-91-314174,5
36664,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,yahoo.com,무교,외환은행,635-771239-034,3
38373,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,yahoo.com,불교,한국씨티은행,159-748786-057,2
39008,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,daum.net,불교,수협중앙회,1627-1266-5326,3
8685,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,naver.com,기독교,신한은행,740-483-180325,3
25831,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1946****,*************,*************,daum.net,무교,국민은행,894798-48-474792,8
29403,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,gmail.com,기독교,하나은행,164-006049-09176,5
11152,이**,남성,"[150.0, 160.0[","[60.0, 70.0[",O형,1946****,*************,*************,yahoo.com,무교,스탠다드(제일),980-55-860684,6
33810,이**,여성,"[150.0, 160.0[","[60.0, 70.0[",AB형,1946****,*************,*************,naver.com,기독교,스탠다드(제일),870-46-358295,9
39937,이**,남성,"[150.0, 160.0[","[60.0, 70.0[",B형,1946****,*************,*************,gmail.com,무교,수협중앙회,4700-6681-3230,2
4676,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1946****,*************,*************,naver.com,무교,스탠다드(제일),670-58-409143,2
25116,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1946****,*************,*************,gmail.com,불교,NH농협,055-6060-822-47,8
34920,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1946****,*************,*************,yahoo.com,불교,수협중앙회,4642-3221-0249,4
36916,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1946****,*************,*************,daum.net,천주교,하나은행,483-691588-50502,8
6466,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1946****,*************,*************,gmail.com,무교,수협중앙회,1230-0374-4391,3
7641,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1946****,*************,*************,yahoo.com,천주교,국민은행,448154-54-759207,2
9610,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1946****,*************,*************,gmail.com,무교,하나은행,014-549780-61953,9
22528,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1946****,*************,*************,gmail.com,기독교,국민은행,407203-50-553713,4
23228,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,yahoo.com,불교,우리은행,9180-710-640283,8
11964,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,yahoo.com,불교,외환은행,032-550801-379,7
16333,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1946****,*************,*************,gmail.com,무교,외환은행,931-212446-510,9
16452,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,naver.com,무교,우리은행,1723-178-455807,9
24318,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1946****,*************,*************,daum.net,무교,신한은행,787-588-345387,8
2660,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1947****,*************,*************,naver.com,무교,우리은행,0276-092-070772,6
17280,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,daum.net,무교,우리은행,1893-099-470655,1
29064,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,gmail.com,기독교,신한은행,168-208-275862,6
30988,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1947****,*************,*************,daum.net,무교,국민은행,840765-41-705046,8
31269,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,daum.net,천주교,외환은행,078-343761-270,6
33263,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,무교,수협중앙회,4796-4597-6072,5
33688,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1947****,*************,*************,naver.com,불교,NH농협,558-7119-304-72,7
35845,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,무교,하나은행,077-746622-02738,4
866,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,daum.net,불교,NH농협,522-2926-090-80,2
3457,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,gmail.com,무교,NH농협,635-9183-330-01,7
8417,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1947****,*************,*************,gmail.com,불교,하나은행,580-629625-54986,1
8909,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,naver.com,무교,신한은행,037-800-589563,3
10747,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1947****,*************,*************,gmail.com,무교,하나은행,002-790272-74084,9
15361,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1947****,*************,*************,naver.com,불교,하나은행,655-145842-08040,7
16601,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,naver.com,무교,NH농협,309-6316-031-06,1
22945,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1947****,*************,*************,gmail.com,기독교,신한은행,907-859-749366,7
28622,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,yahoo.com,기독교,외환은행,263-713764-049,7
28680,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1947****,*************,*************,daum.net,불교,새마을금고,2-04300781577-7,2
39570,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1947****,*************,*************,daum.net,무교,한국씨티은행,528-669291-288,7
14538,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1947****,*************,*************,daum.net,불교,국민은행,849662-50-218770,1
26548,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1947****,*************,*************,daum.net,무교,우리은행,7923-817-527314,9
28780,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,무교,국민은행,770809-57-123386,4
2809,송**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1947****,*************,*************,yahoo.com,천주교,기업은행,339-031285-17-273,2
5538,송**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,불교,외환은행,431-620145-408,8
35690,송**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1947****,*************,*************,gmail.com,무교,수협중앙회,1003-9431-6690,5
12267,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1947****,*************,*************,gmail.com,기독교,하나은행,926-460384-53109,7
19666,이**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1947****,*************,*************,gmail.com,불교,NH농협,792-8265-228-21,6
29623,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,불교,한국씨티은행,580-461917-420,6
37357,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1947****,*************,*************,daum.net,무교,한국씨티은행,925-085039-314,8
38899,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1947****,*************,*************,yahoo.com,기독교,수협중앙회,9482-9554-0250,1
3289,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,무교,하나은행,858-079125-39437,5
3964,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,naver.com,무교,기업은행,862-366795-65-487,1
4811,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1948****,*************,*************,yahoo.com,불교,국민은행,198734-66-656353,8
8985,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,naver.com,기독교,한국씨티은행,703-247718-349,6
16410,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,gmail.com,기독교,새마을금고,3-44799641230-3,7
17104,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,gmail.com,무교,우리은행,1228-148-023249,7
18646,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,naver.com,불교,하나은행,501-308190-74183,4
19487,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,기독교,새마을금고,1-30352863319-0,8
22898,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,yahoo.com,불교,하나은행,714-105917-78512,1
23879,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,기독교,외환은행,493-008205-991,5
25864,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1948****,*************,*************,yahoo.com,무교,스탠다드(제일),489-95-503778,9
25866,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1948****,*************,*************,yahoo.com,무교,한국씨티은행,498-977018-972,7
26490,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,무교,우리은행,2758-457-430557,1
38333,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,daum.net,기독교,우리은행,1914-347-032645,1
4374,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,daum.net,기독교,NH농협,194-9997-761-22,7
4643,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1948****,*************,*************,naver.com,무교,우리은행,1597-782-551288,9
5791,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,yahoo.com,기독교,신한은행,103-564-276093,9
8752,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,무교,한국씨티은행,746-909761-508,3
11538,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1948****,*************,*************,daum.net,천주교,국민은행,535601-87-490509,6
12943,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1948****,*************,*************,gmail.com,무교,한국씨티은행,934-510922-450,9
15322,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,yahoo.com,무교,외환은행,729-803185-483,9
16988,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1948****,*************,*************,daum.net,불교,국민은행,967067-89-726588,2
32040,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1948****,*************,*************,daum.net,무교,하나은행,664-537411-56258,7
34982,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,daum.net,기독교,신한은행,692-331-133519,7
6799,박**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,기독교,한국씨티은행,788-195341-823,8
7253,박**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1948****,*************,*************,naver.com,무교,새마을금고,1-52029788993-9,1
26510,박**,여성,"[150.0, 160.0[","[60.0, 70.0[",AB형,1948****,*************,*************,gmail.com,무교,하나은행,178-076731-32201,3
1002,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1948****,*************,*************,daum.net,무교,외환은행,899-683670-586,4
15547,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,기독교,기업은행,144-741845-55-004,9
29548,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,naver.com,무교,우리은행,9623-961-806306,8
31679,박**,여성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1948****,*************,*************,gmail.com,기독교,우리은행,2054-097-488115,6
34455,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,무교,신한은행,859-108-542524,6
15214,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,naver.com,무교,새마을금고,4-08757224286-9,9
17302,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1948****,*************,*************,naver.com,기독교,기업은행,571-268255-57-250,8
19187,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,daum.net,기독교,스탠다드(제일),878-57-876403,3
37093,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,무교,수협중앙회,6026-0055-8689,5
8229,이**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1948****,*************,*************,yahoo.com,불교,기업은행,070-732646-96-722,2
24599,이**,남성,"[150.0, 160.0[","[60.0, 70.0[",AB형,1948****,*************,*************,gmail.com,기독교,새마을금고,3-78314334704-4,6
36826,이**,여성,"[150.0, 160.0[","[60.0, 70.0[",AB형,1948****,*************,*************,daum.net,무교,스탠다드(제일),504-14-041697,6
3055,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1948****,*************,*************,naver.com,기독교,스탠다드(제일),554-21-947908,8
7688,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,naver.com,기독교,하나은행,484-210562-14440,9
21583,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,naver.com,불교,NH농협,334-7423-337-15,3
32176,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1948****,*************,*************,yahoo.com,불교,NH농협,614-9330-418-32,6
36072,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,기독교,하나은행,948-679389-52093,9
2426,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1948****,*************,*************,gmail.com,기독교,한국씨티은행,679-973741-842,5
3889,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,yahoo.com,무교,외환은행,511-652635-305,5
5614,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,yahoo.com,무교,새마을금고,8-70354164168-4,8
9949,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,gmail.com,기독교,수협중앙회,7878-4900-5661,2
18285,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1948****,*************,*************,gmail.com,기독교,새마을금고,3-15584630137-6,8
31736,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1948****,*************,*************,naver.com,불교,외환은행,398-005952-375,9
20297,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1948****,*************,*************,daum.net,무교,하나은행,360-310856-88219,2
32217,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1948****,*************,*************,daum.net,기독교,국민은행,066714-49-546633,4
35027,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1948****,*************,*************,daum.net,무교,NH농협,513-4270-948-56,5
18901,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,기독교,새마을금고,2-74695499274-0,4
19390,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,naver.com,기독교,NH농협,591-3580-623-59,4
24759,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,daum.net,기독교,우리은행,7537-185-529856,8
30885,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,기독교,국민은행,488128-67-335710,4
38361,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,무교,외환은행,210-911940-415,2
2270,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1949****,*************,*************,yahoo.com,무교,새마을금고,7-65703668526-2,9
11349,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,gmail.com,불교,하나은행,334-964816-58071,3
20858,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,불교,수협중앙회,5436-7719-4600,1
21995,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1949****,*************,*************,naver.com,기독교,한국씨티은행,877-727786-476,2
25230,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1949****,*************,*************,daum.net,불교,새마을금고,5-22575893572-4,8
4819,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,daum.net,기독교,국민은행,065844-27-539740,7
10018,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,gmail.com,무교,한국씨티은행,125-294058-291,8
18280,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,불교,신한은행,651-224-442429,9
16278,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,gmail.com,불교,한국씨티은행,403-443117-176,4
17491,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,무교,국민은행,402565-20-073535,7
20172,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1949****,*************,*************,daum.net,기독교,하나은행,325-908094-63359,3
37795,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,daum.net,기독교,수협중앙회,9958-9169-5913,2
10410,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,기독교,수협중앙회,5197-9751-9133,7
14191,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,무교,수협중앙회,8575-2773-2334,5
24789,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,무교,기업은행,721-276679-67-596,3
26416,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,무교,스탠다드(제일),280-96-900114,5
26536,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,천주교,신한은행,084-538-796148,3
30394,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,gmail.com,불교,NH농협,729-5824-742-05,2
34118,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1949****,*************,*************,yahoo.com,기독교,NH농협,102-7232-778-51,8
7563,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,불교,스탠다드(제일),700-17-207553,8
23204,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,기독교,신한은행,971-046-326771,7
31946,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,daum.net,무교,수협중앙회,8400-9638-5162,9
3256,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,천주교,한국씨티은행,000-912810-708,5
15041,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,daum.net,불교,스탠다드(제일),941-53-851020,9
20886,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,gmail.com,기독교,우리은행,4787-436-950680,7
35138,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,무교,국민은행,546552-80-527959,4
1318,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,yahoo.com,불교,외환은행,851-594470-199,3
3650,정**,여성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,무교,새마을금고,3-52836565229-6,2
31444,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,무교,기업은행,248-747194-01-819,7
13561,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,무교,우리은행,9386-493-099508,1
