No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
11714,정현희,여성,153.7,50.2,A형,19820516,010-9308-8542,nzbm4x4393ah,naver.com,무교,한국체육대학교,교육,2.49
11715,박준은,여성,156.1,51.8,O형,19550227,010-3581-8513,l714tbjv7ypn7,yahoo.com,무교,한국외국어대학교,법학,0.23
11716,김남종,남성,170.5,65.7,O형,19470422,010-4843-4326,jb88xjzo4mlh,yahoo.com,무교,성균관대학교,사회,4.33
11717,황준지,남성,167.7,66.6,O형,19561210,010-9973-8623,c60hlxx,gmail.com,무교,서경대학교,법학,0.54
11721,예정남,남성,171.5,70.5,AB형,19630201,010-3061-9989,twx8y0b9,gmail.com,무교,서경대학교,공학,0.28
11724,장은진,남성,168.9,59.8,A형,19720131,010-2115-1542,esrogpto,naver.com,무교,한국외국어대학교,사회,3.18
11725,김훈희,남성,169.2,64.0,O형,19720821,010-8548-1178,pry1vusx6y,daum.net,무교,상명대학교,사회,3.91
11734,원종은,남성,176.6,66.3,AB형,19771109,010-5584-5067,msf54zwojeq7,daum.net,기독교,동덕여자대학교,교육,3.45
11758,노현지,남성,159.5,63.8,A형,19680812,010-3365-6495,tjjzl315x,yahoo.com,무교,연세대학교,공학,3.04
11759,조준정,남성,170.6,65.7,A형,19480715,010-4240-3417,ea9qijw9,naver.com,기독교,명지대학교,자연,3.19
11761,정상훈,여성,147.8,61.0,B형,19671216,010-9795-2700,fxk4yh,yahoo.com,무교,한국성서대학교,법학,1.39
11765,한상지,남성,171.5,65.6,A형,19700110,010-6813-1048,ixzaaxtbb,naver.com,무교,세종대학교,교육,1.68
11769,박은희,남성,175.3,72.6,O형,19750125,010-3754-9052,trwf7o2z,daum.net,불교,경희대학교,사회,3.09
11773,류남준,남성,164.4,67.9,A형,19770428,010-6257-1251,l4g9nduv5qj5s,naver.com,무교,서울기독대학교,사회,4.3
11775,강덕석,여성,157.6,53.2,A형,19501216,010-8507-1611,x4fr4v,yahoo.com,무교,한국외국어대학교,예체능,3.66
11777,김희덕,남성,163.7,65.7,A형,19870725,010-6820-8835,hqgl567l0,gmail.com,불교,경희대학교,법학,1.85
11779,김상훈,여성,160.8,53.4,AB형,19700110,010-7773-2965,lhdcxuswbip,gmail.com,불교,서울여자대학교,예체능,0.14
11783,박우진,여성,151.2,44.1,A형,19770727,010-0074-8636,q085li77h4p,yahoo.com,기독교,장로회신학대학교,예체능,0.93
11786,전현택,여성,149.1,50.7,B형,19781020,010-8945-5870,tedxoj2fxqv,daum.net,무교,상명대학교,예체능,1.85
11788,김진덕,여성,163.9,53.8,A형,19740724,010-3968-7652,we9gzi,yahoo.com,무교,가톨릭대학교,교육,2.12
11796,이훈서,남성,168.2,63.0,A형,19560617,010-4364-0673,c84fiv,gmail.com,무교,한국체육대학교,의학,3.36
11797,정택훈,남성,174.0,66.8,A형,19561012,010-5719-8354,ks9r1ijsc,yahoo.com,무교,한국체육대학교,공학,1.23
11803,최우훈,남성,171.2,62.2,AB형,19720215,010-0829-6778,oltoykp0hx,gmail.com,기독교,광운대학교,인문,4.39
11809,정택은,남성,175.2,71.1,A형,19531106,010-6401-7859,uyop3bz,gmail.com,무교,한국외국어대학교,인문,0.83
11822,추남은,남성,169.1,66.2,B형,19880210,010-8602-6933,bypzymkwh87f,naver.com,기독교,추계예술대학교,예체능,3.61
11832,양진성,남성,157.1,67.3,A형,19690116,010-1968-4614,mvqmj4y2w6nmi,gmail.com,천주교,이화여자대학,공학,2.55
11833,방상준,남성,173.5,60.3,A형,19730704,010-0256-4455,hpf5hx,naver.com,천주교,육군사관학교,법학,1.08
11839,김서성,여성,156.2,56.6,A형,19490512,010-9908-2699,e8ptbvpee,gmail.com,불교,동국대학교,예체능,1.52
11840,김석성,여성,156.3,62.2,B형,19560131,010-9703-0801,x0fgotidpy548,naver.com,무교,홍익대학교,교육,3.07
11841,이진정,여성,166.9,56.1,O형,19860610,010-9666-9291,apup48,daum.net,무교,고려대학교,의학,0.88
11846,한은지,여성,149.5,51.0,A형,19790827,010-1493-5045,i7umwvbqyfz3u,gmail.com,불교,성공회대학교,자연,0.73
11847,김훈종,남성,160.2,65.0,O형,19600220,010-1224-2972,tglk9zc,gmail.com,무교,육군사관학교,교육,4.47
11864,이성서,여성,161.8,61.0,A형,19610419,010-2113-4290,ti2te1xg0e,daum.net,기독교,서강대학교,교육,2.47
11868,이택덕,남성,168.7,63.4,O형,19490207,010-9210-8028,f8asyp,gmail.com,기독교,덕성자대학교,공학,3.26
11870,임우훈,남성,168.5,69.1,A형,19630221,010-0828-2793,zsn4c1,yahoo.com,무교,그리스도대학교,교육,4.19
11871,김종진,여성,155.2,47.5,A형,19841103,010-5547-8075,cu9le3zixc44,gmail.com,무교,KAIST,예체능,2.8
11879,마준우,남성,165.4,65.7,A형,19820206,010-5267-6281,i2ab1y0q3l,yahoo.com,무교,서울과학기술대학교,법학,2.11
11882,류서준,남성,165.1,69.7,A형,19930321,010-3318-8442,vol4mweldw,yahoo.com,기독교,동덕여자대학교,의학,0.05
11883,하용성,남성,167.3,58.5,A형,19470729,010-4418-7728,labug0,gmail.com,무교,한양대학교,법학,2.99
11884,유성준,여성,153.0,58.0,A형,19691227,010-4066-1753,fw4w4v,yahoo.com,기독교,육군사관학교,인문,0.83
11888,이성지,남성,164.4,63.4,O형,19960827,010-5598-2869,r6pu0waw6ja0y,daum.net,무교,성신여자대학교,인문,1.33
11889,정훈협,여성,154.2,51.6,AB형,19730211,010-3715-9235,bqaqkxa64x,daum.net,불교,동국대학교,법학,1.69
11891,김용석,여성,149.3,59.0,A형,19500207,010-7637-1626,geshxqoddyqxo,gmail.com,기독교,경희대학교,사회,1.99
11892,강용지,남성,173.9,66.5,AB형,19670505,010-7779-9970,p9gkwjcz53f7,gmail.com,무교,가톨릭대학교,인문,2.08
11894,임서준,여성,150.8,53.0,O형,19790216,010-5279-1021,xnp2dxj,daum.net,무교,성공회대학교,의학,1.49
11898,최준훈,여성,152.2,57.2,AB형,19690325,010-7465-4406,pyqu3vk,daum.net,무교,중앙대학교,교육,1.52
11900,정정훈,여성,159.0,54.1,O형,19520309,010-1871-0221,lli5arr5te,daum.net,불교,삼육대학교,교육,0.8
11904,이은용,여성,164.8,52.1,O형,19560919,010-2196-1662,zc92cez2126r,naver.com,불교,숭실대학교,예체능,3.17
11905,정준덕,남성,172.3,69.3,AB형,19860604,010-6175-9572,nfklk613ofldg,naver.com,천주교,서울교육대학교,예체능,1.06
11906,박협훈,여성,157.6,60.6,B형,19471002,010-0798-6142,t3as1qciku,naver.com,무교,서울기독대학교,인문,0.51
11911,민상용,남성,162.9,64.5,O형,19620310,010-1326-1763,bxc57492,yahoo.com,기독교,장로회신학대학교,인문,2.92
11920,양현희,여성,155.8,53.8,B형,19530930,010-6133-5627,mb55n8hckot3,gmail.com,기독교,서울여자대학교,자연,2.41
11921,정준서,여성,152.6,55.7,B형,19831015,010-6630-4191,v3fiw0svx8j,gmail.com,무교,감리교신학대학교,자연,3.93
11924,강지훈,여성,162.8,51.8,B형,19690315,010-9257-1362,itxhwo3mygnks,daum.net,무교,이화여자대학,자연,0.25
11930,김준훈,여성,149.5,52.8,B형,19810531,010-0953-1977,imp5knv,gmail.com,무교,중앙대학교,인문,2.2
11934,오택준,남성,169.1,68.2,B형,19701117,010-3588-2976,zdlep1ttbjh,yahoo.com,불교,서울대학교,의학,0.17
11935,백현종,남성,164.3,71.7,A형,19750906,010-6036-2980,ixaxp9yl3rl,daum.net,무교,한영신학대학교,교육,2.51
11937,최준진,남성,168.7,69.9,A형,19900801,010-3530-7496,uyyuwad,yahoo.com,무교,삼육대학교,공학,2.9
11946,박성준,여성,155.1,53.4,O형,19810614,010-8732-5031,rzln6pt2f,gmail.com,기독교,경희대학교,사회,2.73
11951,안지택,남성,174.0,66.2,A형,19570429,010-2287-4369,j4s6nk,yahoo.com,불교,상명대학교,인문,0.91
11960,김덕정,남성,176.5,73.9,A형,19660305,010-1023-3258,rq3xqyx9,yahoo.com,무교,한국방송통신대학교,예체능,4.27
11964,최덕희,남성,171.9,66.5,A형,19461029,010-6197-9768,l9s9jys,yahoo.com,불교,한양대학교,교육,2.54
11965,배덕성,남성,167.1,66.6,AB형,19560518,010-8520-1151,i9wxerwplu8m,yahoo.com,불교,서울시립대학교,교육,1.3
11972,염택협,남성,168.5,68.3,AB형,19870322,010-2667-6509,kozb7s13qaj,daum.net,무교,서울여자대학교,예체능,4.42
11977,정서택,여성,158.2,53.4,B형,19811120,010-6630-8424,s7h3edynljt,gmail.com,불교,총신대학교,인문,3.58
11979,서준협,남성,169.1,63.7,A형,19930715,010-0191-9461,tearzqz020,daum.net,불교,서울교육대학교,교육,2.2
11981,이정훈,여성,152.8,58.4,A형,19920721,010-0599-4617,xh8eucwtyviin,yahoo.com,불교,한국예술종합학교,자연,3.93
11982,김덕상,여성,155.7,47.8,O형,19540425,010-2045-7950,lyeaplm15,naver.com,불교,세종대학교,인문,1.01
11988,권용은,여성,146.4,51.2,O형,19901021,010-6532-5715,tuo57ieq,daum.net,무교,한국예술종합학교,의학,2.84
11989,지석지,남성,174.8,64.5,A형,19520725,010-5301-1482,fcaxq6,naver.com,불교,고려대학교,예체능,1.55
11993,김우준,여성,158.7,59.9,A형,19910913,010-9524-0581,hhzuqqx7,naver.com,무교,세종대학교,교육,4.02
11994,김덕지,남성,176.1,69.2,AB형,19840725,010-9662-5759,gxbfens9i,daum.net,무교,서울시립대학교,공학,3.42
11997,최희석,남성,173.3,63.3,B형,19950213,010-7727-7301,kbzprn,gmail.com,기독교,그리스도대학교,법학,2.16
11998,정희훈,남성,156.4,70.0,O형,19961214,010-8960-1145,grshpzi,yahoo.com,무교,한국외국어대학교,자연,2.79
11999,이성석,남성,171.2,64.8,B형,19581009,010-8172-0913,qm9q2mpxlt0rc,naver.com,천주교,육군사관학교,예체능,2.26
12001,백준종,남성,167.5,60.9,AB형,19900605,010-4146-2705,hyefr2bt,naver.com,기독교,성신여자대학교,법학,0.67
12002,조종덕,남성,172.8,66.3,O형,19940714,010-8819-7528,a569q1aco,gmail.com,불교,광운대학교,법학,1.34
12006,김준훈,여성,155.5,49.7,A형,19480201,010-1979-3113,mem0uf,daum.net,기독교,국민대학교,의학,2.12
12007,부상희,남성,174.2,63.6,A형,19920313,010-5439-0379,pk01rbws,naver.com,무교,성균관대학교,의학,2.86
12009,이석훈,여성,156.2,56.8,A형,19680905,010-2419-0216,nn8ksdcke902t,daum.net,무교,총신대학교,공학,0.28
12013,박진훈,여성,158.2,64.5,O형,19660624,010-8468-9612,zg6x564ptfw,gmail.com,무교,중앙대학교,인문,1.34
12015,이협용,여성,154.8,59.5,O형,19900430,010-2991-7350,sp4kbfs1ra,daum.net,불교,국민대학교,교육,2.43
12016,윤종상,여성,152.2,62.6,AB형,19530114,010-7727-4793,wwhqlq3347,yahoo.com,기독교,숭실대학교,교육,1.11
12025,오상은,남성,167.6,66.7,O형,19800610,010-4692-2768,x38m64u,daum.net,무교,한국체육대학교,자연,4.01
12028,류현석,남성,166.1,62.0,O형,19931109,010-1610-8439,jjzryvktvu74,naver.com,불교,덕성자대학교,의학,3.34
12034,신석정,여성,164.9,49.8,A형,19950828,010-8197-9926,d05hcz,gmail.com,무교,한양대학교,인문,3.56
12036,김상덕,남성,166.5,66.8,B형,19760801,010-3974-0336,uudmfq0rs0k,naver.com,기독교,삼육대학교,사회,1.2
12040,백정협,여성,150.6,61.8,A형,19760609,010-5173-2674,hz67h83bf,naver.com,천주교,한국방송통신대학교,의학,4.18
12050,안택현,남성,176.9,60.4,A형,19881128,010-6366-2051,bm97fc59t,naver.com,기독교,총신대학교,예체능,1.58
12051,박종훈,여성,152.2,46.6,A형,19470410,010-5671-8003,w798cevegjk,gmail.com,기독교,한국외국어대학교,인문,0.6
12061,최훈우,남성,161.3,57.6,B형,19870922,010-6085-2265,ehtz7jx9r,gmail.com,무교,중앙대학교,사회,2.43
12066,김준택,남성,164.7,69.0,O형,19941012,010-1080-0878,izsazlsnvn,naver.com,무교,육군사관학교,법학,2.46
12072,김은석,남성,173.1,68.5,A형,19610915,010-1823-3671,mrs08p3,gmail.com,기독교,고려대학교,사회,3.31
12073,오우택,여성,150.9,47.6,B형,19810429,010-1985-4861,mpuxrlsyxcbt,yahoo.com,무교,성공회대학교,공학,1.36
12075,신지석,남성,178.1,68.1,A형,19491107,010-2631-3452,urbgqbl,yahoo.com,천주교,서울과학기술대학교,인문,3.89
12079,박택협,남성,179.5,63.1,O형,19720825,010-6650-1505,ey810i8i3s2,naver.com,무교,한국체육대학교,교육,2.85
12099,김준성,여성,159.8,53.3,O형,19761123,010-0279-3558,ls2ipd20lut,gmail.com,무교,홍익대학교,사회,1.3
12102,염희정,여성,151.8,59.5,A형,19710121,010-0338-9538,m3l75umyw,naver.com,무교,동국대학교,의학,2.79
12104,김택희,여성,152.9,56.3,O형,19620215,010-5038-6916,qnzr51iihkoft,yahoo.com,무교,홍익대학교,법학,2.14
12109,황우지,여성,156.7,54.2,O형,19730222,010-2936-6689,wxeht27y,naver.com,무교,한양대학교,교육,3.73
12112,이훈현,남성,179.3,57.3,A형,19880102,010-3488-4497,tj6cfpxjmlw,daum.net,천주교,서강대학교,사회,1.49
12113,김훈용,여성,156.5,54.2,O형,19880428,010-1002-9975,uzvedc,gmail.com,무교,한국외국어대학교,의학,1.47
12114,정지택,남성,170.5,72.2,AB형,19521014,010-3843-8327,l9bmutf,naver.com,기독교,국민대학교,의학,3.5
12118,김서정,남성,167.6,64.1,AB형,19780219,010-3434-7313,lvs66kz1g5e,daum.net,무교,서울시립대학교,사회,2.08
12122,함영지,남성,167.9,67.4,A형,19890922,010-7894-5592,g100g5d1wq6,daum.net,무교,육군사관학교,의학,0.07
12126,홍상석,여성,158.3,53.6,B형,19801030,010-6673-3355,mqvdao,naver.com,천주교,국민대학교,인문,2.1
12127,임종진,여성,152.5,56.3,B형,19890610,010-6990-2093,r1epuqp2g4g0j,daum.net,기독교,세종대학교,공학,2.31
12128,홍석성,여성,161.3,51.8,A형,19890226,010-6852-2043,o43hvhez8a,yahoo.com,무교,동국대학교,사회,3.67
12132,이성종,여성,157.2,51.5,O형,19460301,010-0520-3517,eoejib,yahoo.com,무교,한양대학교,교육,0.92
12133,전준진,남성,171.0,63.0,O형,19611209,010-0023-4425,fiq7krlznu4,naver.com,무교,그리스도대학교,자연,0.48
12139,홍훈준,남성,173.1,64.3,A형,19710807,010-3300-0304,fpvomcdexcihb,gmail.com,기독교,감리교신학대학교,사회,1.02
12142,최진지,여성,158.9,52.2,B형,19751117,010-7027-3696,vaz5qdau,naver.com,기독교,서울과학기술대학교,교육,1.19
12144,김정훈,남성,174.4,60.5,A형,19790122,010-8906-0133,vxl9111owu,yahoo.com,무교,건국대학교,공학,0.46
12146,박상진,남성,161.0,69.7,O형,19540905,010-3551-8323,q6y8qba,yahoo.com,천주교,세종대학교,공학,0.44
12153,현훈지,남성,170.8,69.6,A형,19540729,010-5538-9922,bazmwv391p8,gmail.com,불교,건국대학교,법학,2.42
12160,이희성,여성,155.8,58.8,A형,19460623,010-1616-7842,cqoektnec,gmail.com,기독교,한영신학대학교,예체능,1.22
12163,이진용,남성,172.6,67.7,B형,19900322,010-5614-0591,capbdhas3cv7,gmail.com,천주교,경기대학교,사회,0.49
12166,이성석,남성,174.9,65.3,A형,19920523,010-6633-4161,qwx7sv03i27ob,daum.net,무교,서강대학교,법학,3.79
12171,조우덕,남성,168.6,64.8,A형,19881219,010-9486-8622,jdso8ctv,naver.com,무교,성균관대학교,자연,3.42
12172,노택훈,여성,150.1,50.6,O형,19861010,010-0802-9666,l28yqnkbc,yahoo.com,무교,경기대학교,의학,2.94
12174,신성지,여성,158.7,52.8,A형,19891103,010-9258-4759,s1e2cnax,gmail.com,불교,서울대학교,공학,2.72
12180,박서정,여성,152.1,51.0,AB형,19510522,010-2688-9397,xidocg65,gmail.com,기독교,서울교육대학교,자연,2.6
12187,김용서,남성,177.4,71.8,A형,19820515,010-4647-9647,ir8mw1pt,naver.com,무교,국민대학교,자연,3.95
12189,김훈영,여성,159.3,53.2,O형,19711230,010-1081-5228,o7d5f7s5o4p,yahoo.com,무교,한국성서대학교,사회,1.16
12195,박준영,여성,157.9,57.3,B형,19530818,010-3315-8057,n0b43k,yahoo.com,불교,동덕여자대학교,예체능,0.58
12197,권훈상,남성,177.0,64.4,A형,19771016,010-0053-8689,nb67o4rzt5j,naver.com,불교,서경대학교,교육,2.27
12200,황훈지,남성,164.0,73.5,A형,19630710,010-6224-9026,rxa6wsx4dd,naver.com,기독교,한국방송통신대학교,사회,2.41
12207,장준남,남성,167.8,65.9,B형,19870909,010-2313-3935,qkipvgsje75,yahoo.com,기독교,서울기독대학교,인문,0.24
12209,김덕준,여성,148.5,53.3,B형,19760416,010-5614-7551,xfc3lc6cui8h0,gmail.com,무교,연세대학교,예체능,3.13
12215,권종희,여성,150.3,52.6,AB형,19701227,010-9550-3251,n18nggb54,daum.net,무교,세종대학교,교육,4.06
12216,김준택,남성,167.8,70.5,B형,19570603,010-8684-9724,szpcm2,naver.com,기독교,경기대학교,사회,3.15
12219,임현상,남성,174.3,68.9,B형,19920404,010-1593-8115,e2cmwk5,gmail.com,기독교,서경대학교,공학,2.85
12224,장석용,남성,172.4,66.8,B형,19800913,010-2574-8967,w91qoqs55,daum.net,무교,감리교신학대학교,교육,3.12
12227,하석은,남성,174.3,59.2,B형,19760526,010-9279-4076,ws2s495i,gmail.com,무교,육군사관학교,법학,3.18
12230,이지은,여성,153.5,53.9,O형,19951031,010-0582-3426,x6brs7q9n,naver.com,무교,서울과학기술대학교,의학,3.74
12235,김남종,남성,164.5,63.7,A형,19700510,010-4981-3592,jncer5seyay,gmail.com,불교,삼육대학교,의학,0.04
12236,김준훈,여성,160.1,49.6,B형,19540708,010-4737-7593,s24nm8n8krl,daum.net,기독교,성균관대학교,예체능,2.03
12245,이지희,남성,166.3,65.2,B형,19931028,010-4764-5134,qzlx9vg,daum.net,무교,동덕여자대학교,공학,1.2
12247,이지석,남성,176.1,69.2,AB형,19910921,010-7739-8299,uo7z7n3,gmail.com,무교,서울여자대학교,공학,2.96
12256,김서협,남성,163.9,63.9,A형,19770618,010-2634-0809,rjpab9bmox4,naver.com,무교,이화여자대학,자연,3.12
12259,김지택,여성,162.3,59.7,B형,19760910,010-1382-1548,bxgg3h8egjsn,gmail.com,무교,한국외국어대학교,자연,1.2
12268,임정상,남성,175.8,66.2,AB형,19480805,010-6836-8612,oijzow02lcpeg,daum.net,기독교,건국대학교,자연,0.55
12269,구서지,여성,155.0,56.9,AB형,19910613,010-5254-9694,gyyrzxbqj437,daum.net,기독교,한국성서대학교,사회,3.71
12270,안희서,남성,167.9,65.3,A형,19680626,010-3672-1721,io3eonemosdi,naver.com,무교,서울기독대학교,교육,2.54
12289,채종용,남성,159.8,68.3,O형,19551029,010-2854-8324,gbb006bec6w5,yahoo.com,무교,숭실대학교,의학,0.22
12292,이준훈,남성,173.6,64.6,B형,19620420,010-1896-9129,fvzhpyfbxpy7n,daum.net,불교,서울여자대학교,법학,0.79
12310,서훈성,여성,157.7,55.8,B형,19711201,010-6441-7741,tt4wojmm,gmail.com,무교,육군사관학교,법학,2.12
12313,이진희,남성,176.8,63.0,O형,19650124,010-8877-8121,iusq430,naver.com,불교,중앙대학교,교육,2.18
12314,최준종,남성,168.7,60.2,A형,19561004,010-0460-6997,uh8hih4,gmail.com,불교,서울기독대학교,법학,3.44
12315,김은덕,여성,155.5,54.7,O형,19460601,010-5761-6530,ghes4a,yahoo.com,무교,장로회신학대학교,교육,2.59
12317,강남석,여성,158.4,54.4,O형,19840217,010-8745-5499,hdfqqqn4tbmqo,yahoo.com,기독교,숭실대학교,공학,0.78
12320,이서현,남성,160.6,71.3,A형,19550329,010-0177-3625,a5z6fjg,naver.com,무교,이화여자대학,인문,1.54
12323,이택진,여성,153.2,59.2,O형,19510809,010-6874-1536,o79pfw9wg9,daum.net,불교,성공회대학교,법학,1.25
12325,정정영,여성,160.1,57.0,B형,19650628,010-7199-0591,ewui25,gmail.com,불교,고려대학교,의학,3.4
12328,조서준,여성,156.3,53.0,B형,19550418,010-1630-3419,dlxlq19kor,yahoo.com,불교,한국성서대학교,사회,0.78
12336,김준종,여성,157.5,53.1,A형,19830705,010-0088-9091,ms1xsbaqt,daum.net,무교,연세대학교,자연,4.2
12338,이성남,남성,172.6,60.1,B형,19891127,010-5720-9062,kh91dj,naver.com,기독교,동국대학교,예체능,0.96
12339,김용남,남성,169.6,67.4,AB형,19791218,010-3152-7802,umjnc1yxoufa,gmail.com,무교,국민대학교,교육,4.34
12357,김서준,남성,167.8,68.8,AB형,19700815,010-2457-1595,zgfy9vzo5x,naver.com,불교,중앙대학교,예체능,3.07
12358,정상준,여성,153.2,62.2,O형,19831208,010-5248-6070,vaekb1rqf,gmail.com,천주교,한국예술종합학교,자연,3.8
12361,현현상,남성,169.9,75.9,O형,19770611,010-1313-0676,xbz6jw518zd3y,yahoo.com,무교,삼육대학교,공학,2.78
12364,장서택,여성,148.3,62.0,O형,19520704,010-0752-2094,l72wzmr,daum.net,무교,서울교육대학교,인문,2.85
12368,김현협,여성,153.1,60.0,A형,19470703,010-5552-4438,q6ibgt8pd1u4,daum.net,무교,홍익대학교,자연,1.95
12371,김현정,여성,160.3,62.1,AB형,19670801,010-9724-6287,wjgehqp,naver.com,무교,한국방송통신대학교,예체능,1.97
12372,임훈정,남성,168.1,71.7,O형,19470620,010-5543-3407,seurqs,gmail.com,천주교,명지대학교,교육,0.11
12377,정훈석,여성,150.9,54.0,A형,19660415,010-8504-0036,cuwdy1oi,yahoo.com,불교,서울과학기술대학교,법학,1.66
12378,홍지성,남성,164.5,69.7,AB형,19471221,010-1108-3215,ndzvhb,gmail.com,무교,명지대학교,사회,1.3
12379,김협우,여성,160.0,55.6,O형,19791221,010-3121-2493,lp0fkjw4izzbn,yahoo.com,천주교,서경대학교,자연,3.01
12391,송덕우,여성,152.0,56.8,A형,19680812,010-2837-3744,iv3byntln,yahoo.com,무교,이화여자대학,의학,2.61
12392,이종은,여성,145.2,54.2,O형,19540520,010-5320-2472,g6376p8hn8ru,daum.net,무교,서울과학기술대학교,인문,4.42
12399,기지덕,남성,184.5,68.0,B형,19670715,010-6240-1031,aal218h098,gmail.com,무교,KAIST,공학,1.49
12400,이우지,여성,152.8,47.9,B형,19740517,010-4529-8067,p96yfri0,gmail.com,불교,서울과학기술대학교,의학,4.14
12401,김남진,남성,152.8,70.0,B형,19730120,010-4994-6806,uraulv,naver.com,무교,연세대학교,자연,0.72
12416,정준택,남성,172.3,67.0,AB형,19821216,010-4911-5053,jzp5a9861sr2m,daum.net,불교,숭실대학교,공학,1.86
12424,김덕준,여성,164.0,50.8,A형,19540409,010-5837-3967,go6ds45hob4,daum.net,무교,육군사관학교,예체능,1.36
12431,장지현,여성,156.1,55.5,A형,19571021,010-6932-7454,h9pds44,naver.com,기독교,서울교육대학교,법학,1.16
12432,이택성,남성,161.6,69.4,AB형,19540406,010-0123-5646,lsozkpk4psstp,naver.com,무교,서울대학교,인문,4.25
12446,윤협진,남성,170.6,65.1,O형,19800205,010-2208-3399,zd5fk2r,daum.net,무교,한국예술종합학교,법학,1.06
12454,김택종,남성,166.1,63.5,A형,19700708,010-4876-1780,okcngjjzmn378,naver.com,불교,명지대학교,의학,3.23
12457,박상덕,남성,167.6,68.3,A형,19910712,010-9903-0736,komjbxp75n39z,gmail.com,무교,성공회대학교,교육,3.2
12459,김은석,여성,156.3,54.6,A형,19850505,010-4895-2979,tb84dqrmqq,daum.net,불교,한영신학대학교,예체능,2.16
12461,김준우,남성,169.3,70.4,O형,19911220,010-6839-3407,ldiqnv5gmlzge,daum.net,기독교,경기대학교,예체능,3.5
12467,조정지,여성,148.1,55.2,B형,19880902,010-2944-5392,zpd8wnnb57l,daum.net,무교,덕성자대학교,자연,2.85
12468,이훈현,남성,166.1,72.4,A형,19960727,010-7757-0047,cr3sbyyqq,gmail.com,무교,가톨릭대학교,사회,2.78
12469,오희훈,여성,150.8,52.4,B형,19881226,010-9591-0782,wvhgmbq1wjxci,daum.net,기독교,삼육대학교,공학,0.74
12470,김협영,여성,160.1,58.6,AB형,19530226,010-8709-8262,sajc4m,naver.com,무교,상명대학교,교육,3.3
12471,신진성,남성,172.9,63.8,B형,19801028,010-0232-9814,fd6dxd,naver.com,불교,광운대학교,법학,4
12472,김은현,여성,163.4,54.6,A형,19840320,010-3219-7372,xww24f9pz43,yahoo.com,무교,이화여자대학,사회,1.63
12476,서성진,여성,152.7,53.6,O형,19940121,010-8399-4835,gb5kc62wh84,naver.com,무교,국민대학교,예체능,3.21
12479,박훈협,남성,169.5,66.6,B형,19660106,010-1648-7274,tdur2di7rgm3j,yahoo.com,불교,성공회대학교,공학,3.41
12485,진지남,남성,167.9,63.9,B형,19680711,010-1133-4811,yah6z9adcf9e,gmail.com,불교,광운대학교,교육,4.37
12489,김준상,남성,169.5,64.4,B형,19680806,010-4484-4710,f6zedzkxx0m,daum.net,무교,성신여자대학교,교육,0.02
12496,이서우,여성,152.0,62.6,O형,19791108,010-9885-1080,lh6zriqp82xr,yahoo.com,무교,고려대학교,법학,3.02
12498,진진남,남성,167.7,69.4,B형,19840907,010-4665-9136,s03a5gjqjsec,daum.net,불교,장로회신학대학교,교육,3.25
12505,김덕진,남성,175.0,69.1,B형,19580703,010-6446-8692,ceg6ex,yahoo.com,불교,서울과학기술대학교,의학,3.08
12507,박현지,여성,159.5,49.8,B형,19520824,010-7567-9444,eofrpsxu2kjl,gmail.com,기독교,가톨릭대학교,법학,2.73
12508,이훈정,남성,167.2,61.8,B형,19501119,010-3821-1365,ybv5nwn,gmail.com,무교,서강대학교,예체능,0.19
12511,한택준,여성,153.1,48.3,B형,19530411,010-5056-0356,zllmcne02j28,yahoo.com,기독교,서울대학교,교육,2.49
12528,김덕석,남성,172.7,65.0,O형,19540320,010-7506-4335,pnvnwgzly,yahoo.com,기독교,총신대학교,법학,3.6
12529,김택훈,남성,171.6,72.5,O형,19571125,010-6584-8993,kw2837,daum.net,무교,한국방송통신대학교,공학,1.62
12530,김석성,남성,161.9,75.2,O형,19920727,010-3890-5461,jg7cug,naver.com,기독교,성공회대학교,자연,3.58
12532,박훈정,여성,150.0,52.8,B형,19681128,010-1065-1933,m42qj93zqxly,daum.net,무교,숭실대학교,인문,0.68
12537,손덕은,여성,157.9,52.3,AB형,19750805,010-0293-5204,n31sh1azk8,yahoo.com,무교,서경대학교,예체능,0.76
12538,황덕성,남성,175.7,68.6,A형,19710215,010-4500-5152,midotbam3,naver.com,불교,삼육대학교,의학,1.48
12541,김훈희,여성,157.3,58.0,A형,19640109,010-4501-6383,gljfph36rwq,naver.com,천주교,숙명여자대학교,의학,4.13
12548,신협덕,여성,151.0,62.6,O형,19680411,010-8836-3643,s3z3cjj,gmail.com,무교,KAIST,예체능,3.4
12549,우용진,여성,145.6,54.3,A형,19751206,010-4286-9743,c818devka7,naver.com,불교,한국방송통신대학교,교육,4.49
12556,황택진,여성,163.0,57.9,O형,19900515,010-8200-1281,c0krusnsqvu,yahoo.com,불교,추계예술대학교,법학,0.02
12559,류준우,남성,170.2,69.2,A형,19930703,010-3010-8357,l56rsnmhqmr0,gmail.com,무교,육군사관학교,예체능,4
12560,안서지,남성,170.4,71.0,A형,19720708,010-8531-5376,taia7rp6i4,gmail.com,무교,세종대학교,예체능,3.66
12562,김서성,남성,168.8,56.8,A형,19950810,010-6637-7724,xfmdhqtgb9,yahoo.com,기독교,서울대학교,인문,0.67
