No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
277,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1969****,*************,*************,gmail.com,천주교,209.140.165.245,b2:2e:a4:ae:fe:e1
470,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,천주교,129.163.108.16,14:11:7f:3b:51:9b
26469,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1969****,*************,*************,naver.com,무교,209.86.68.183,af:c0:b9:72:1c:a4
160,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1969****,*************,*************,yahoo.com,무교,45.175.162.105,5a:e6:35:16:70:b2
762,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,yahoo.com,기독교,93.79.169.50,a5:70:66:15:39:15
1752,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,daum.net,불교,10.15.181.217,7e:b6:e7:ad:2c:c7
2738,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,daum.net,무교,63.251.163.244,73:da:f6:5b:36:94
8507,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,yahoo.com,무교,218.101.130.198,44:0a:ac:60:6a:75
10494,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,naver.com,무교,174.83.19.5,d3:0b:8d:3f:b8:f4
34078,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,daum.net,천주교,204.27.51.215,44:2c:df:c7:47:59
35411,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,daum.net,기독교,204.224.6.49,9d:eb:f3:09:5b:59
38084,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,naver.com,불교,105.61.93.152,24:c4:2d:d4:c9:bf
38700,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,yahoo.com,무교,47.47.46.192,7d:87:2a:72:b6:4d
6091,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,무교,95.66.207.140,1d:62:e5:88:99:b6
31419,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1969****,*************,*************,naver.com,무교,229.152.231.58,d4:97:92:6a:0b:4e
37836,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1969****,*************,*************,naver.com,무교,109.20.235.250,11:57:12:68:5a:1c
7066,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,천주교,116.223.119.112,d0:99:38:9b:0b:33
24567,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,불교,27.41.255.27,47:06:86:03:a5:8f
33362,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,yahoo.com,무교,216.126.139.44,c9:b3:33:62:17:0a
36361,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,무교,29.172.120.40,31:fa:14:3f:6a:15
37997,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,daum.net,무교,14.235.107.109,3d:53:cf:d7:9f:30
1644,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1969****,*************,*************,yahoo.com,무교,87.178.112.154,d2:fd:e0:30:24:a3
5975,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,daum.net,기독교,63.136.155.205,11:47:77:85:5c:f1
7339,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,naver.com,무교,132.197.224.70,fa:76:64:7c:09:35
8254,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,daum.net,기독교,23.12.11.18,46:c5:46:14:8e:5a
24473,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,daum.net,기독교,173.219.158.171,a0:07:e4:01:c7:ad
20015,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1969****,*************,*************,yahoo.com,무교,120.144.210.171,30:21:0b:a7:d6:80
20476,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,naver.com,무교,106.193.170.104,e9:5e:92:ec:18:bf
23904,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1969****,*************,*************,gmail.com,무교,30.73.180.207,b1:da:34:c6:19:03
2646,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1969****,*************,*************,yahoo.com,무교,239.73.32.150,6e:4f:7b:4d:52:56
11898,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1969****,*************,*************,daum.net,무교,57.113.123.247,3e:3f:21:87:6f:2d
25975,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1969****,*************,*************,daum.net,기독교,151.101.1.183,31:28:c8:32:ae:c0
2918,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,217.240.42.135,f0:5b:b3:c3:cf:66
4176,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1970****,*************,*************,gmail.com,무교,198.243.46.36,ae:1e:bc:66:f1:ef
6636,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,gmail.com,무교,228.46.123.106,fd:a3:66:a9:6d:e6
19571,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,daum.net,무교,126.189.98.249,4d:22:84:53:38:96
20171,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,daum.net,불교,71.47.99.227,81:da:ba:30:6f:fc
21669,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,daum.net,불교,229.107.178.71,64:27:28:76:24:c3
21938,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,daum.net,기독교,93.77.59.45,c4:b8:c7:75:fd:d3
24196,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,naver.com,기독교,239.82.36.128,0d:e2:dc:a2:95:bf
27226,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,gmail.com,불교,114.119.102.242,6d:31:fa:66:fc:9b
37513,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,naver.com,무교,63.3.102.54,a3:3a:a6:e5:e1:c3
4649,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1970****,*************,*************,naver.com,천주교,17.90.195.117,5a:ae:4a:cb:4a:a3
17174,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,gmail.com,기독교,110.154.204.42,19:4f:b9:49:cf:04
27580,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,naver.com,무교,4.107.204.102,0c:93:1b:ea:b0:23
32084,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,yahoo.com,기독교,79.137.126.41,82:a5:74:9c:09:49
2017,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,daum.net,무교,244.226.240.209,c9:73:c5:fa:9c:36
26949,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,불교,165.109.157.244,ec:b1:32:60:9f:7d
39496,오**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,naver.com,무교,224.37.46.226,1e:49:fd:61:54:97
950,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,daum.net,불교,79.72.157.106,11:6f:a2:a6:40:89
2372,이**,남성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,227.138.239.251,ce:fe:af:b8:49:9d
3294,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,gmail.com,무교,205.48.244.110,10:ae:6f:44:3e:ab
4576,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,daum.net,기독교,241.66.70.16,50:a6:0b:37:d6:bf
12856,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,불교,74.23.76.191,bb:af:c1:1b:ff:37
21149,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,gmail.com,무교,250.96.155.96,42:7f:4d:8d:4d:50
24457,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,gmail.com,불교,175.112.5.149,f2:9b:ae:be:5d:49
26678,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,187.61.173.150,b3:6e:51:bf:3b:21
39432,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,30.228.176.229,cb:0d:59:69:a0:d1
39836,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,무교,153.228.124.162,09:02:b1:f0:d5:2b
2533,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1970****,*************,*************,daum.net,불교,99.163.108.71,35:aa:f5:9c:c3:d2
8123,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1970****,*************,*************,gmail.com,기독교,80.88.252.214,e6:37:a4:b8:42:5f
15719,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1970****,*************,*************,daum.net,불교,147.73.202.206,42:c5:20:97:6d:e8
16652,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1970****,*************,*************,daum.net,무교,250.106.221.91,68:6d:65:41:40:a1
20767,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1970****,*************,*************,gmail.com,무교,128.83.224.81,03:87:a8:43:14:25
29445,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,무교,12.239.131.10,b2:ad:1f:80:a7:d1
35240,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,154.244.99.119,ad:50:ec:a2:6e:26
3803,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",AB형,1970****,*************,*************,naver.com,불교,58.211.59.233,c5:e3:da:26:dc:4d
13967,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",B형,1970****,*************,*************,gmail.com,무교,16.246.190.88,35:f5:f5:18:4b:22
19064,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",O형,1970****,*************,*************,daum.net,무교,173.246.50.163,dc:b2:5f:7b:36:3b
12885,전**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,gmail.com,무교,124.217.78.208,e4:40:74:6e:d0:f3
13735,전**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1970****,*************,*************,naver.com,기독교,35.158.232.54,29:13:51:ca:a6:8e
31097,전**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,gmail.com,무교,201.24.242.207,b1:44:28:24:67:0a
27532,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,무교,29.251.178.71,bb:f4:04:4d:c0:6b
28397,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,naver.com,무교,163.1.63.83,f1:f8:a8:3b:fe:7f
35307,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,naver.com,무교,89.55.67.155,b5:6d:83:d0:60:cc
2792,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,daum.net,기독교,211.143.169.138,17:14:51:a2:3d:d2
33385,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1970****,*************,*************,gmail.com,천주교,179.28.208.28,5c:2f:4d:ec:88:f3
38085,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1970****,*************,*************,yahoo.com,무교,251.237.169.231,23:d9:aa:d9:92:22
38392,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,불교,57.42.94.109,69:8b:54:b5:28:f9
22598,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,무교,4.208.50.199,bf:19:33:2e:e8:c8
23587,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,무교,181.92.230.174,1c:a7:e6:c5:23:e2
25577,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,무교,62.148.195.120,b4:ca:57:f0:e2:e1
35590,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,yahoo.com,천주교,11.37.221.81,16:49:b1:66:f6:05
11342,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,daum.net,무교,88.91.85.13,f0:0c:ac:48:83:7b
13128,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1970****,*************,*************,yahoo.com,기독교,22.177.3.74,43:99:32:84:e7:3e
33488,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1970****,*************,*************,daum.net,무교,166.240.109.252,15:56:12:ee:50:3a
634,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,yahoo.com,무교,102.14.134.176,6e:f0:9c:59:e6:1f
1280,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,naver.com,무교,50.165.3.128,12:cc:72:ff:5b:fe
4152,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,gmail.com,기독교,112.138.133.9,78:9e:5a:99:55:d5
6472,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,yahoo.com,불교,44.176.125.134,4d:2b:c2:cc:16:4b
22982,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,daum.net,기독교,218.71.255.32,3f:73:0b:67:25:f6
25544,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,yahoo.com,천주교,166.218.241.248,61:44:f0:19:62:c8
27385,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,gmail.com,불교,243.107.32.23,86:55:b1:c9:85:3c
29165,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,yahoo.com,무교,192.73.230.240,b6:e5:b3:0a:58:23
30826,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,daum.net,불교,136.166.51.52,dd:ab:10:3a:bd:73
32354,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,gmail.com,불교,201.203.157.69,9d:15:61:d3:f8:18
37645,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,daum.net,불교,51.34.232.246,a4:43:35:f0:50:27
30385,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1971****,*************,*************,naver.com,기독교,134.161.206.66,67:73:cb:27:30:1c
31117,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1971****,*************,*************,gmail.com,무교,194.33.41.61,0e:22:b8:f3:0e:b2
39668,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1971****,*************,*************,yahoo.com,무교,149.100.16.63,72:2f:bf:95:c9:62
10806,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,yahoo.com,무교,50.62.104.30,67:f7:fe:42:45:8c
24385,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,naver.com,무교,142.238.167.133,49:40:78:56:3b:70
33308,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,gmail.com,무교,29.172.12.61,d5:44:4e:fa:d8:07
38460,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,yahoo.com,기독교,59.147.58.156,b0:98:65:03:fd:37
15578,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,gmail.com,무교,113.97.43.65,dd:da:a0:fd:3f:b0
15762,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,gmail.com,무교,93.135.36.103,1a:81:2c:c1:85:c0
19178,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,naver.com,무교,225.76.34.60,ae:ae:d1:85:5c:22
20495,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,yahoo.com,불교,43.41.192.10,87:67:5f:4a:d5:49
27387,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,daum.net,무교,238.2.143.172,f3:3d:08:a9:50:42
28638,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,gmail.com,불교,4.176.111.226,30:27:88:c8:ce:c7
31507,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,yahoo.com,무교,240.167.234.63,cc:ce:5d:b6:06:e7
37067,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1971****,*************,*************,naver.com,불교,172.106.119.4,1f:0d:57:21:21:06
37714,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1971****,*************,*************,daum.net,무교,132.209.235.166,2f:df:71:2a:84:7f
1652,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,daum.net,불교,154.223.78.186,08:08:f4:b3:3b:0b
14287,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,gmail.com,불교,157.85.171.217,fa:59:16:cd:44:fd
16856,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1971****,*************,*************,gmail.com,기독교,248.176.101.40,9a:ba:bc:8c:29:13
28097,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1971****,*************,*************,daum.net,천주교,54.208.214.136,f0:10:07:07:ec:0e
1458,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,기독교,188.184.87.111,95:d9:00:1c:e9:1a
2971,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,불교,188.9.238.31,9e:a1:6f:bf:21:d2
8350,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,무교,26.247.76.250,e3:77:db:dc:4a:66
14602,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,naver.com,기독교,223.34.212.175,fb:84:85:07:c3:75
21282,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,무교,10.20.174.192,53:8f:65:90:50:60
25070,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,gmail.com,기독교,28.207.89.37,d4:01:87:7b:f5:a7
27503,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,yahoo.com,기독교,72.55.252.253,1d:a1:0b:09:e4:d8
27609,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,기독교,26.80.163.86,fe:f0:4b:83:5f:93
28727,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,불교,64.101.159.191,9a:7f:94:d2:eb:ea
29370,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,불교,34.1.123.254,5f:93:a8:af:01:81
32799,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,기독교,20.98.41.237,86:4f:59:e6:4a:fa
33619,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,무교,1.26.86.81,5d:8a:b7:e6:0f:ce
39309,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,무교,137.200.16.156,54:1a:df:96:d6:5a
992,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,gmail.com,불교,104.249.227.7,d4:a7:42:bd:cf:ce
3948,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,무교,141.84.11.51,3c:fa:cf:9e:46:a1
20524,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,기독교,250.92.223.122,57:33:ab:18:fe:48
28752,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,gmail.com,기독교,190.17.238.70,32:ae:39:3f:ce:23
30374,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,yahoo.com,무교,65.151.154.45,c3:59:ba:e6:28:8d
10762,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,naver.com,무교,229.67.189.178,ae:2c:aa:5e:a3:1d
15953,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,불교,117.28.203.162,37:73:d3:a0:39:dc
16110,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,naver.com,불교,64.122.103.204,ae:fe:9a:6b:22:a3
17590,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,gmail.com,무교,110.91.225.93,f0:6d:2e:3a:ab:7c
32619,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,불교,50.181.242.243,a6:a6:3e:dc:61:c8
37810,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,기독교,208.209.103.191,d8:eb:7f:a2:1a:ae
6102,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,gmail.com,불교,54.213.40.33,c9:62:18:9f:45:02
10535,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,yahoo.com,기독교,178.120.39.238,bb:4e:9f:36:ff:00
13006,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,무교,33.84.229.252,b2:1e:b6:16:8f:c4
29587,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1972****,*************,*************,yahoo.com,기독교,254.191.1.59,8d:65:69:d7:67:17
2540,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,기독교,180.233.14.78,29:17:d1:1b:9c:ba
3393,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,yahoo.com,기독교,7.244.199.95,45:3e:5c:74:d5:d0
32824,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,gmail.com,기독교,140.251.159.230,b9:52:94:7d:7a:37
2236,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,daum.net,무교,105.173.189.61,a2:3e:26:2f:cf:66
16765,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,naver.com,무교,105.44.217.147,04:e5:f9:5c:78:e0
20789,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,yahoo.com,기독교,211.20.115.95,ab:8a:3f:56:be:68
21609,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,naver.com,불교,106.242.9.147,56:34:7d:25:ed:6d
23516,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,기독교,60.248.64.61,95:21:c7:67:56:c5
32093,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,무교,23.133.241.174,f9:78:5e:44:9e:d5
32103,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,yahoo.com,무교,87.34.88.173,18:51:a2:58:99:aa
35237,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,무교,30.105.147.114,00:54:b9:fb:66:ea
11926,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,무교,97.217.84.63,df:6f:5f:15:d5:b4
13873,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,yahoo.com,기독교,77.29.78.186,49:4e:15:85:ea:8b
29380,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,gmail.com,기독교,150.14.112.186,f1:69:e3:ed:4e:fc
4163,장**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,무교,134.81.5.60,7c:c5:c9:e4:28:98
37139,장**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,무교,91.134.151.6,db:d6:f7:8d:d2:b2
38038,장**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,yahoo.com,불교,198.207.187.140,22:11:9a:ed:c4:68
4943,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,무교,152.190.145.97,e7:60:21:69:41:03
18978,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,천주교,200.77.210.116,ac:70:4c:00:fa:5f
28128,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1972****,*************,*************,daum.net,무교,158.145.186.2,ac:84:28:a7:b6:28
30272,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,기독교,141.171.219.196,dd:4b:e9:80:93:b1
14899,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,불교,56.21.44.84,6c:67:7c:ba:8d:b6
17765,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,gmail.com,기독교,188.250.77.122,4d:34:4c:4f:25:14
18576,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,불교,121.156.208.104,3b:ef:d7:c2:b8:dd
20756,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,기독교,154.211.104.250,5b:2a:f2:8a:9d:88
22749,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,yahoo.com,기독교,228.29.199.217,55:1f:6d:49:5e:cc
36216,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,31.200.144.86,d4:15:41:f5:18:1f
39904,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,무교,127.84.229.255,c4:c5:c8:f0:0e:32
7346,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1973****,*************,*************,naver.com,기독교,126.135.69.200,d7:52:4f:5e:e1:09
15451,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,무교,203.224.188.189,87:4e:0e:51:c0:dd
18498,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1973****,*************,*************,yahoo.com,무교,40.118.107.143,00:9d:e3:92:39:70
21718,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1973****,*************,*************,naver.com,무교,26.242.45.208,29:78:b0:87:3f:90
36294,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,불교,148.220.211.13,98:78:a1:ee:20:2f
9708,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,불교,235.210.59.49,93:4f:73:a5:e7:c6
